Title,Year,Link,Episodes,Aired,Aired_start,Aired_end,AiredOn,OriginalNetwork,Duration,Duration_min,ContentRating,RatingScore,RatingVotes,WatchPlatforms,Format,Genres,Tags,Director,Screenwriter,Ranked,Popularity,Watchers,Has_dubbing_prob,Has_dubbing_pred
House of Lies,2022,https://mydramalist.com/702551-the-mansion,12,"May 13, 2022 - May 27, 2022","May 13, 2022","May 27, 2022",Friday,,45 min.,45,18+ Restricted (violence & profanity),7.6,1063,,Standard Series,"Thriller, Mystery, Crime","Domestic Crime, Crime Against Morality, Sexual Violence, Death Of An Animal, Pharmacist Supporting Character, Hacker Supporting Character, Secretary Supporting Character, Detective Fiction, Detective Supporting Character, Detective Male Lead, (Vote tags)",Chang,Yoo Kab Yeol,5362,3671,1063,0.32,0
Big Bet,2022,https://mydramalist.com/79099-casino,8,"Dec 21, 2022 - Jan 25, 2023","Dec 21, 2022","Jan 25, 2023",Wednesday,,60 min.,60,18+ Restricted (violence & profanity),7.6,1185,Disney+,Standard Series,"Action, Crime, Drama","Co-produced, Miniseries, Gambling, Web Series, Filmed Abroad, (Vote tags)",Nam Ki Hoon,,5509,3646,1185,0.87,1
The Love in Your Eyes,2022,https://mydramalist.com/737913-it-s-like-a-bean-in-a-pod,123,"Oct  3, 2022 - Mar 24, 2023","Oct  3, 2022","Mar 24, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",,27 min.,27,15+ - Teens 15 or older,7.5,559,Viki,Standard Series,"Romance, Drama","Family, Death Of A Husband, Widow Female Lead, Part-time Worker Female Lead, Heir Male Lead, Age Gap [Drama Life], Single Mother Female Lead, Chasing A Dream, Fated Love, Hardworking Female Lead, (Vote tags)",Go Young Tak,Na Seung Hyun,5540,6715,559,0.39,0
Monstrous,2022,https://mydramalist.com/705727-ghost,6,"Apr 29, 2022","Apr 29, 2022",,Friday,,40 min.,40,15+ - Teens 15 or older,7.5,4779,"Apple TV+, Tubi",Standard Series,"Thriller, Mystery, Horror, Supernatural","Suspense, Investigation, Smart Female Lead, Supernatural Phenomena, Miniseries, Survival, Eccentric Male Lead, Gore, Zombies, Friendship, (Vote tags)",Jang Kun Jae,"Yeon Sang Ho, Ryu Yong Jae",5574,1546,4779,0.72,1
Cheer Up,2022,https://mydramalist.com/715821-cheer-up,16,"Oct  3, 2022 - Dec 13, 2022","Oct  3, 2022","Dec 13, 2022","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.5,17931,"Netflix, Viki",Standard Series,"Mystery, Comedy, Romance, Youth","University, Campus Setting, Love Triangle, Cheerleader Male Lead, School Club, Cheerful Female Lead, Cheerleader Female Lead, Character Development, Diligent Female Lead, Hardworking Female Lead, (Vote tags)",Han Tae Seob,Cha Hye Won,5593,407,17931,0.97,1
The Fabulous,2022,https://mydramalist.com/712411-fabulous,8,"Dec 23, 2022","Dec 23, 2022",,Friday,,54 min.,54,15+ - Teens 15 or older,7.5,15107,Netflix,Standard Series,"Business, Comedy, Romance, Life","Fashion Industry, Modeling, Friendship, Found Family, Long Time Friends, Second Chance Romance, Friends To Lovers, Model Female Lead, Miniseries, Photographer Male Lead, (Vote tags)",Kim Jung Hyun,,5783,603,15107,0.87,1
Forecasting Love and Weather,2022,https://mydramalist.com/692969-office-romance-cruelty,16,"Feb 12, 2022 - Apr  3, 2022","Feb 12, 2022","Apr  3, 2022","Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.5,32295,Netflix,Standard Series,"Romance, Drama, Melodrama","Older Woman/Younger Man, Boss-Employee Relationship, Secret Relationship, Smart Male Lead, Teamwork, Reporter Female Lead, Mother-Daughter Relationship, Cold Female Lead, Nice Male Lead, Fast Paced Romance, (Vote tags)",Cha Young Hoon,Sun Young,5804,221,32295,0.92,1
I Have Not Done My Best Yet,2022,https://mydramalist.com/688937-i-haven-t-done-my-best-yet,12,"Feb 18, 2022 - Mar 25, 2022","Feb 18, 2022","Mar 25, 2022",Friday,,60 min.,60,15+ - Teens 15 or older,7.5,743,,Standard Series,Comedy,"Middle-Aged Male Lead, Father-Daughter Relationship, Father-Son Relationship, Adapted From A Manga, Webtoon Artist Male Lead, Midlife Crisis, Unemployed Male Lead, Character Development, Ambitious Male Lead, Drinking, (Vote tags)",Im Tae Woo,"Park Eun Young, Park Hee Kwon",5977,2937,743,0.32,0
"Link: Eat, Love, Kill Special",2022,https://mydramalist.com/731807-link-eat-love-kill-special,2,"Jun 24, 2022 - Jun 25, 2022","Jun 24, 2022","Jun 25, 2022",,,60 min.,60,Not Yet Rated,7.5,314,,Drama Special,Documentary,(Vote tags),,,6020,8066,314,0.32,0
Behind Every Star,2022,https://mydramalist.com/700367-survive-as-a-celebrity-manager,12,"Nov  7, 2022 - Dec 13, 2022","Nov  7, 2022","Dec 13, 2022","Monday, Tuesday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.5,2634,Netflix,Standard Series,"Comedy, Romance, Life","Entertainment Industry, Teamwork, Office Setting, Drama, Non-MDL Remake, Actor/Actress Supporting Character, Father-Son Relationship, Business Industry, Emotionally Strong Female Lead, Talent Agency Setting, (Vote tags)",Baek Seung Ryong,Park So Young,6041,2674,2634,0.87,1
Cleaning Up,2022,https://mydramalist.com/705981-cleaning-up,16,"Jun  4, 2022 - Jul 24, 2022","Jun  4, 2022","Jul 24, 2022","Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.5,823,Netflix,Standard Series,"Comedy, Crime, Drama","Financial Fraud, White-Collar Crime, Janitorial And Cleaning Services Industry, Student Supporting Character, Co-workers' Relationship, Non-MDL Remake, Broker Male Lead, Public Officer Supporting Character, Ex-spouse Relationship, Manager Supporting Character, (Vote tags)",Yoon Sung Shik,Choi Kyung Mi,6193,4290,823,0.87,1
Grid,2022,https://mydramalist.com/690687-zero,10,"Feb 16, 2022 - Apr 20, 2022","Feb 16, 2022","Apr 20, 2022",Wednesday,,60 min.,60,15+ - Teens 15 or older,7.5,4994,"Disney+, Hulu",Standard Series,"Action, Thriller, Mystery, Sci-Fi","Suspense, Multiple Mains, Detective Fiction, Detective Female Lead, Death, Apocalypse, Disaster, Time Travel, Supernatural, Team Leader Supporting Character, (Vote tags)",Lee Khan,Lee Su Yeon,6230,1382,4994,0.92,1
Love Is for Suckers,2022,https://mydramalist.com/719759-love-that-will-freeze-to-death,16,"Oct  5, 2022 - Dec  1, 2022","Oct  5, 2022","Dec  1, 2022","Wednesday, Thursday",,60 min.,60,15+ - Teens 15 or older,7.5,6776,"Amazon Prime Video, Viki",Standard Series,"Comedy, Romance","Childhood Friends' Relationship, Entertainment Industry, Friends To Lovers, Friendship, Ex Comes Back, Producer Supporting Character, Producer Female Lead, Professor Supporting Character, Plastic Surgeon Male Lead, Chef Supporting Character, (Vote tags)",Choi Kyu Shik,Kim Sol Ji,6290,1152,6776,0.67,1
Unicorn,2022,https://mydramalist.com/723999-unicorn,12,"Aug 26, 2022 - Sep 30, 2022","Aug 26, 2022","Sep 30, 2022",Friday,,40 min.,40,15+ - Teens 15 or older,7.4,614,,Standard Series,"Comedy, Sitcom","Co-workers' Relationship, Workplace Setting, Startup, Office Worker Supporting Character, Office Worker Female Lead, Company President (CEO) Male Lead, Age Gap [Real Life], Smart Female Lead, Boss-Employee Relationship, (Vote tags)","Lee Byung Hun, Kim Hye Young","Yoo Byung Jae, In Ji Hye",6653,4661,614,0.32,0
New Love Playlist,2022,https://mydramalist.com/724653-new-love-playlist,12,"Nov 18, 2022 - Dec 28, 2022","Nov 18, 2022","Dec 28, 2022","Wednesday, Friday",,15 min.,15,13+ - Teens 13 or older,7.4,814,Viki,Standard Series,"Romance, Youth, Drama","Student Female Lead, Student Male Lead, School Setting, Young Adult Female Lead, Young Adult Male Lead, COVID-19, University, Infectious Disease, Illness, Love Square, (Vote tags)",Kang Min Kyung,Choi Yo Ji,6658,4299,814,0.42,0
tvN O'PENing: XX+XY,2022,https://mydramalist.com/724009-drama-stage-2022-xxxy,4,"May  9, 2022 - May 10, 2022","May  9, 2022","May 10, 2022","Monday, Tuesday",,30 min.,30,15+ - Teens 15 or older,7.4,298,,Drama Special,"Life, Youth, Drama","Questioning (Sexuality And Gender), Student Female Lead, Student Male Lead, School Setting, Gender Identity, Teenager Female Lead, Teenager Male Lead, LGBTQ+, Miniseries, High School, (Vote tags)",Lee So Yoon,Hong Sung Yeon,6737,7803,298,0.32,0
Hunted,2022,https://mydramalist.com/722715-wild-boar-hunt,4,"Aug  1, 2022 - Aug 22, 2022","Aug  1, 2022","Aug 22, 2022",Monday,,1 hr. 9 min.,69,Not Yet Rated,7.4,575,Viki,Standard Series,"Thriller, Mystery","Village Setting, Countryside Setting, Married Female Lead, Married Male Lead, Neurological Disorder, Elder Female Lead, Dementia, Miniseries, Disability, Illness, (Vote tags)",Song Yeon Hwa,Jo Beom Gi,6747,6833,575,0.42,0
A Model Family,2022,https://mydramalist.com/686401-model-family,10,"Aug 12, 2022","Aug 12, 2022",,Friday,,45 min.,45,18+ Restricted (violence & profanity),7.4,2666,Netflix,Standard Series,"Thriller, Mystery, Crime, Drama","Sexual Content, Nudity, Investigation, Suspense, White-Collar Crime, Inchoate Crime, Coercion, Graphic Violence, Detective Fiction, Financial Crime, (Vote tags)","Kim Jin Woo, Park Yoo Young",Lee Jae Gon,6773,2740,2666,0.87,1
Our Relationship Ended before It Began,2022,https://mydramalist.com/743001-our-relationship-ended-before-it-began,4,"Nov  2, 2022 - Nov 23, 2022","Nov  2, 2022","Nov 23, 2022",Wednesday,,8 min.,8,Not Yet Rated,7.4,309,,Standard Series,"Romance, Drama","Café Setting, Tomboy Female Lead, Lesbian Female Lead, Short Length Series, Lesbian Romance, Inner Monologue, Height Difference, LGBTQ+, Miniseries, Web Series, (Vote tags)",,,6863,8686,309,0.32,0
Drama Special Season 13: Stain,2022,https://mydramalist.com/736205-drama-special-season-13-stain,1,"Nov 16, 2022","Nov 16, 2022",,Wednesday,,1 hr. 4 min.,64,Not Yet Rated,7.4,255,Viki,Drama Special,"Thriller, Psychological, Drama","Student Male Lead, School Setting, Pianist Male Lead, Part-time Worker Male Lead, Young Adult Male Lead, Desperate Male Lead, Unlucky Male Lead, Poverty, University, Social Issues, (Vote tags)",Lee Min Soo,Yeo Myung Jae,6956,12539,255,0.42,0
Miracle,2022,https://mydramalist.com/707421-miracle,14,"Jun 24, 2022 - Aug  6, 2022","Jun 24, 2022","Aug  6, 2022","Friday, Saturday",,45 min.,45,15+ - Teens 15 or older,7.4,2361,"Apple TV+, Netflix, Viki",Standard Series,"Romance, Youth","Idol Male Lead, Team Leader Female Lead, Music Industry, Road Manager Supporting Character, Idol Supporting Character, Company President (CEO) Supporting Character, Reporter Supporting Character, Entertainment Industry, Character Development, (Vote tags)",Myung Hyun Woo,"Son Geun Joo, Lee Hyo Jin",7199,2548,2361,1,1
Bargain,2022,https://mydramalist.com/722071-ransom,6,"Oct 28, 2022 - Nov  4, 2022","Oct 28, 2022","Nov  4, 2022",,,36 min.,36,18+ Restricted (violence & profanity),7.4,2139,"Amazon Prime Video, Apple TV+",Standard Series,"Thriller, Comedy, Crime, Drama","Hotel Setting, Survival, Graphic Violence, Dark Fiction, Organized Crime, Disaster, Suspense, Organ Harvesting, Smart Female Lead, Organ Transplantation, (Vote tags)",,Kwak Jae Min,7304,2795,2139,0.92,1
Yonder,2022,https://mydramalist.com/706039-beyond-the-memory,6,"Oct 14, 2022 - Oct 21, 2022","Oct 14, 2022","Oct 21, 2022",Friday,,30 min.,30,15+ - Teens 15 or older,7.4,850,Amazon Prime Video,Standard Series,"Life, Drama, Sci-Fi, Melodrama","Adapted From A Novel, Widower Male Lead, Slight Mystery, Virtual Reality, Future, Miniseries, Immortality, Death, Illness, Cancer, (Vote tags)",Lee Joon Ik,"Kim Jung Hoon, Oh Seung Hyun",7345,4252,850,0.57,0
"Don't Lie, Rahee",2022,https://mydramalist.com/718667-don-t-lie-rahee,4,"Jan 19, 2022 - Feb  9, 2022","Jan 19, 2022","Feb  9, 2022",Wednesday,,18 min.,18,Not Yet Rated,7.3,598,,Standard Series,"Romance, Youth","Short Length Series, Miniseries, First Love, Influencer Female Lead, Web Series, Childhood Friends' Relationship, Poor Female Lead, Athlete Male Lead, University, Nice Male Lead, (Vote tags)",,,7384,6796,598,0.32,0
Glitch,2022,https://mydramalist.com/684863-glitch,10,"Oct  7, 2022","Oct  7, 2022",,Friday,,53 min.,53,15+ - Teens 15 or older,7.3,4656,Netflix,Standard Series,"Thriller, Mystery, Comedy, Sci-Fi","Disappearance, Cult, Investigation, Sismance, Suspense, YouTuber Female Lead, Childhood Friends' Relationship, Female Centered Plot, Alien Abduction, Flashback To Past, (Vote tags)",Roh Deok,Jin Han Sae,7394,1548,4656,0.87,1
Choco Milk Shake,2022,https://mydramalist.com/731399-love-is-dang-nyang-dang-nyang,11,"Oct 25, 2022 - Dec 20, 2022","Oct 25, 2022","Dec 20, 2022","Tuesday, Thursday",,15 min.,15,Not Yet Rated,7.3,14796,,Web Series,"Comedy, Romance, Drama, Fantasy","Gay Romance, LGBTQ+, Nice Male Lead, Gay Male Lead, Animal Transformation, Dog, Cat, Reincarnation, Web Series, Animal Representation, (Vote tags)",Ahn Ji Hee,,7811,748,14796,0.32,0
Drama Special Season 13: Do You Know Ashtanga?,2022,https://mydramalist.com/736217-drama-special-season-13-do-you-know-ashtanga,1,"Dec 15, 2022","Dec 15, 2022",,,,1 hr. 4 min.,64,15+ - Teens 15 or older,7.3,217,Viki,Drama Special,"Comedy, Romance, Drama, Sitcom","Instructor Female Lead, Landlord/Landlady Supporting Character, Multiple Jobs, Yoga, Poor Female Lead, Male Chases Female First, Nice Male Lead, Character Development, Rich Man/Poor Woman, Rich Male Lead, (Vote tags)",Lee Dae Kyung,Yum Je Yi,7936,13941,217,0.42,0
Desperate Mr. X,2022,https://mydramalist.com/721381-crisis-x,6,"Sep  2, 2022 - Sep  9, 2022","Sep  2, 2022","Sep  9, 2022",Friday,,38 min.,38,15+ - Teens 15 or older,7.3,240,Viki,Standard Series,"Comedy, Drama","Supportive Significant Other, Ill Male Lead, Doctor Supporting Character, Depressed Male Lead, Midlife Crisis, Adapted From An Essay, Mental Illness, Depression, Miniseries, Illness, (Vote tags)",Kim Jung Hoon,Kwak Kyung Yoon,7968,8077,240,0.42,0
The New Employee,2022,https://mydramalist.com/723389-the-new-employee,7,"Dec 21, 2022 - Feb  1, 2023","Dec 21, 2022","Feb  1, 2023",Wednesday,,20 min.,20,15+ - Teens 15 or older,7.3,13601,"Tubi, Viki",Standard Series,"Business, Romance, Drama","LGBTQ+, Workplace Romance, Advertising Agency Setting, Office Setting, Gay Male Lead, Gay Romance, Miniseries, Workplace Setting, Adapted From A Web Novel, Office Worker Male Lead, (Vote tags)",Kim Jho Kwang Soo,Yoon Mi Hee,8037,797,13601,0.47,0
Three Bold Siblings,2022,https://mydramalist.com/726231-three-siblings-bravely,51,"Sep 24, 2022 - Mar 19, 2023","Sep 24, 2022","Mar 19, 2023","Saturday, Sunday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.3,804,Viki,Standard Series,"Comedy, Romance, Family","Multiple Mains, Medical Coordinator Female Lead, Orthopedic Surgeon Male Lead, Instructor Female Lead, Actor Male Lead, Company President (CEO) Male Lead, Age Gap [Drama Life], Older Man/Younger Woman, Best Friends' Relationship, Cousins' Relationship, (Vote tags)",Park Man Young,Kim In Young,8090,4504,804,0.39,0
The Director Who Buys Me Dinner,2022,https://mydramalist.com/715371-the-director-who-buys-me-dinner,10,"Dec 15, 2022 - Jan 12, 2023","Dec 15, 2022","Jan 12, 2023",Thursday,,15 min.,15,13+ - Teens 13 or older,7.3,14919,iQIYI,Standard Series,"Mystery, Romance, Fantasy","Reincarnation, LGBTQ+, Curse, Secretary Male Lead, Company President (CEO) Male Lead, Gay Male Lead, Gay Romance, Boss-Employee Relationship, Adapted From A Webtoon, Office Worker Male Lead, (Vote tags)",Yang Kyung Hee,Son Yi Seul,8118,656,14919,0.37,0
Red Balloon,2022,https://mydramalist.com/734619-red-balloon,20,"Dec 17, 2022 - Feb 26, 2023","Dec 17, 2022","Feb 26, 2023","Saturday, Sunday",,1 hr. 25 min.,85,15+ - Teens 15 or older,7.3,1111,Viki,Standard Series,"Comedy, Life, Drama","Dermatologist Male Lead, Family, (Vote tags)",Jin Hyung Wook,Moon Young Nam,8164,3874,1111,0.39,0
Jinxed at First,2022,https://mydramalist.com/697887-jinx-s-lover,16,"Jun 15, 2022 - Aug  4, 2022","Jun 15, 2022","Aug  4, 2022","Wednesday, Thursday",,1 hr. 10 min.,70,15+ - Teens 15 or older,7.3,6614,"Hulu, Viki, iQIYI",Standard Series,"Mystery, Romance, Fantasy, Melodrama","Cohabitation, Supernatural, Fate, Female Chases Male First, Adapted From A Webtoon, Older Man/Younger Woman, Evil Parent, Deity Female Lead, Clairvoyance, Unlucky Male Lead, (Vote tags)",Yoon Sang Ho,Jang Yoon Mi,8208,1096,6614,0.52,0
Kill Heel,2022,https://mydramalist.com/714109-kill-heel,14,"Mar  9, 2022 - Apr 21, 2022","Mar  9, 2022","Apr 21, 2022","Wednesday, Thursday",,60 min.,60,15+ - Teens 15 or older,7.2,587,"Viki, iQIYI",Standard Series,"Thriller, Drama","Emotionally Strong Female Lead, Infertility, TV Presenter Female Lead, Female Centered Plot, E-Commerce Industry, Dysfunctional Family, Doppelganger, Rich Family, Female Rivalry, Infidelity, (Vote tags)",Noh Do Cheol,"Shin Kwang Ho, Lee Choon Woo",8345,5312,587,0.47,0
Woof & Meow – Do you Love Me?,2022,https://mydramalist.com/717947-woof-meow-do-you-love-me,10,"Feb 18, 2022 - Mar  4, 2022","Feb 18, 2022","Mar  4, 2022",Friday,,17 min.,17,13+ - Teens 13 or older,7.2,329,Viki,Standard Series,Romance,"Short Length Series, Miniseries, Nice Male Lead, (Vote tags)",,Kim Yoo Jung,8372,9327,329,0.42,0
Broke Rookie Star,2022,https://mydramalist.com/716387-salty-idol,10,"Apr 15, 2022 - May 14, 2022","Apr 15, 2022","May 14, 2022","Friday, Saturday",,18 min.,18,Not Yet Rated,7.2,451,,Standard Series,"Music, Comedy, Life, Drama","Idol Male Lead, Inner Monologue, Miniseries, Web Series, Character Development, (Vote tags)",Kim Hyun Soo,Kim Seong Jin,8706,6895,451,0.32,0
Becoming Witch,2022,https://mydramalist.com/713289-the-witch-is-alive,12,"Jun 25, 2022 - Sep 10, 2022","Jun 25, 2022","Sep 10, 2022",Saturday,,1 hr. 10 min.,70,15+ - Teens 15 or older,7.2,534,"Netflix, Viki",Standard Series,"Mystery, Comedy","Female Centered Plot, Married Female Lead, Housewife Female Lead, Married Life, Extramarital Affair, Rich Family, Black Comedy, Infidelity, Revenge, Investigation, (Vote tags)",Kim Yoon Cheol,Park Pa Ran,8763,5543,534,0.97,1
Drama Special Season 13: TV Cinema - The Distributors,2022,https://mydramalist.com/734879-cinematic-phone,1,"Dec 28, 2022","Dec 28, 2022",,Wednesday,,1 hr. 41 min.,101,Not Yet Rated,7.2,295,"Amazon Prime Video, Tubi, Viki",Drama Special,"Thriller, Crime, Drama","Teacher Male Lead, Engaged Male Lead, Rich Female Lead, Blackmail, Rich Woman/Poor Man, Poor Male Lead, Suspense, (Vote tags)",Hong Seok Goo,Jung Woo Chul,8863,11337,295,0.72,1
Master's Delicacies,2022,https://mydramalist.com/728123-master-surasang,6,"May 20, 2022 - Jul 29, 2022","May 20, 2022","Jul 29, 2022",Friday,,10 min.,10,Not Yet Rated,7.2,389,,Standard Series,Romance,"YouTuber Female Lead, Chef Male Lead, Eating Disorder, Mental Illness, Miniseries, Illness, Web Series, Food, (Vote tags)",,,8871,8934,389,0.32,0
Phantom School,2022,https://mydramalist.com/701701-phantom-school,8,"Nov 16, 2022 - Dec  7, 2022","Nov 16, 2022","Dec  7, 2022",Wednesday,,30 min.,30,15+ - Teens 15 or older,7.1,641,Viki,Standard Series,"Action, Youth, Fantasy","Student Supporting Character, Student Female Lead, Student Male Lead, School Setting, Spirit Hunter Female Lead, Spirit Hunter Male Lead, Teenager Supporting Character, Teenager Female Lead, Teenager Male Lead, Occult, (Vote tags)",,,9224,5995,641,0.42,0
The Witch Store Reopens,2022,https://mydramalist.com/708991-witch-store-reopening,10,"Nov  8, 2022 - Dec  6, 2022","Nov  8, 2022","Dec  6, 2022",Tuesday,,22 min.,22,Not Yet Rated,7.1,639,Viki,Standard Series,"Comedy, Romance, Youth, Fantasy","Student Male Lead, School Setting, Shop Owner Female Lead, Witch Female Lead, Teenager Male Lead, Miniseries, High School, Web Series, Character Development, Friendship, (Vote tags)",Jung Sung Bin,Ahn Se Hwa,9226,5196,639,0.42,0
Gold Mask,2022,https://mydramalist.com/724805-golden-mask,100,"May 23, 2022 - Oct  7, 2022","May 23, 2022","Oct  7, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",,35 min.,35,15+ - Teens 15 or older,7.1,456,Viki,Standard Series,"Drama, Melodrama","Revenge, Violence Against Children, False Rumor, Mean In-Law, Evil In-Law, Restaurant Manager Supporting Character, Female Centered Plot, Married Female Lead, Swindler Supporting Character, Loan Shark Female Lead, (Vote tags)",Uh Soo Sun,Kim Min Ju,9314,7384,456,0.39,0
Vengeance of the Bride,2022,https://mydramalist.com/737535-bride-of-the-typhoon,102,"Oct 10, 2022 - Mar  9, 2023","Oct 10, 2022","Mar  9, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",,40 min.,40,15+ - Teens 15 or older,7.1,499,Viki,Standard Series,"Thriller, Romance, Drama, Melodrama","Soap Opera, Revenge, Nice Male Lead, Hidden Identity, Protective Male Lead, Righteous Male Lead, Smart Female Lead, Unrequited Love, Suspense, Chairman/Chairwoman Supporting Character, (Vote tags)",Park Ki Hyun,Song Jung Rim,9347,6071,499,0.39,0
First Love Again,2022,https://mydramalist.com/714711-first-love-for-the-third-time,6,"Feb 10, 2022 - Mar 18, 2022","Feb 10, 2022","Mar 18, 2022",Thursday,,25 min.,25,13+ - Teens 13 or older,7.1,12476,Viki,Standard Series,"Comedy, Romance, Fantasy","LGBTQ+, Gay Romance, Bisexual Male Lead, Reincarnated Lovers, Miniseries, Reincarnation, Flashback To Past, First Love, Gay Male Lead, Web Series, (Vote tags)",,Do Yun,9400,785,12476,0.42,0
Love Class,2022,https://mydramalist.com/726209-love-class,6,"May 13, 2022 - May 18, 2022","May 13, 2022","May 18, 2022","Monday, Tuesday, Wednesday, Friday, Saturday, Sunday",,20 min.,20,15+ - Teens 15 or older,7.1,11941,"Netflix, Viki",Standard Series,"Romance, Youth","Student Male Lead, Classmates' Relationship, Gay Male Lead, Gay Romance, Bisexual Male Lead, University, LGBTQ+, Miniseries, Senior-Junior Relationship, Flashback To Past, (Vote tags)",,,9484,928,11941,0.97,1
The King of the Desert,2022,https://mydramalist.com/729557-the-king-of-the-desert,6,"Dec 16, 2022","Dec 16, 2022",,Friday,,26 min.,26,15+ - Teens 15 or older,7.1,333,Amazon Prime Video,Standard Series,Drama,"Miniseries, Web Series, (Vote tags)",,,9485,6997,333,0.57,0
Office Romance Recipe,2022,https://mydramalist.com/759931-office-romance-recipe,4,"Nov  3, 2022 - Dec 25, 2022","Nov  3, 2022","Dec 25, 2022",,,3 min.,3,Not Yet Rated,7.1,310,,Drama Special,"Comedy, Drama","Short Length Series, Miniseries, Web Series, Advertisement, Love Triangle, Food, (Vote tags)",,,9555,9639,310,0.32,0
Love in Spring,2022,https://mydramalist.com/714983-love-in-spring,16,"May 18, 2022 - Jul  6, 2022","May 18, 2022","Jul  6, 2022",Wednesday,,26 min.,26,13+ - Teens 13 or older,7.1,1373,Tubi,Standard Series,"Historical, Drama","Hidden Identity, Cross-Dressing, Arranged Marriage, Bromance, Friendship, Gay Supporting Character, Flashback To Past, LGBTQ+, Adapted From A Webtoon, Master-Servant Relationship, (Vote tags)",Lee Chang Han,,9570,2829,1373,0.37,0
Disarming Romance,2022,https://mydramalist.com/742105-disarming-romance,3,"Nov  3, 2022 - Nov 17, 2022","Nov  3, 2022","Nov 17, 2022",Thursday,,9 min.,9,Not Yet Rated,7.1,361,,Standard Series,"Comedy, Romance, Youth, Drama","Transfer Student Male Lead, Defector Male Lead, North Korean Male Lead, Classmates' Relationship, Short Length Series, Miniseries, Web Series, Friendship, Student Female Lead, Student Male Lead, (Vote tags)",,,9795,8479,361,0.32,0
The Empire,2022,https://mydramalist.com/705661-castle-in-the-sky,16,"Sep 24, 2022 - Nov 13, 2022","Sep 24, 2022","Nov 13, 2022","Saturday, Sunday",,60 min.,60,15+ - Teens 15 or older,7,370,Viki,Standard Series,"Law, Drama, Melodrama","Prosecutor Female Lead, Rich Female Lead, Mother-Son Relationship, Divorced Female Lead, Older Man/Younger Woman, Ex-spouse Relationship, Married Female Lead, Married Male Lead, Emotionally Strong Female Lead, Professor Supporting Character, (Vote tags)",Yoo Hyun Ki,Oh Ga Kyu,9852,6793,370,0.42,0
Happy Ending Romance,2022,https://mydramalist.com/720645-happy-ending-outside-the-fence,8,"Nov 24, 2022 - Dec 15, 2022","Nov 24, 2022","Dec 15, 2022",Thursday,,30 min.,30,15+ - Teens 15 or older,7,5644,Viki,Standard Series,"Romance, Drama, Melodrama","Writer Male Lead, Gay Male Lead, Gay Romance, LGBTQ+, Popular Male Lead, Age Gap [Real Life], Miniseries, Web Series, Publishing House Setting, Expressed Consent, (Vote tags)",Seong Do Joon,Lee Seo Jung,9949,1484,5644,0.42,0
Welcome to Wedding Hell,2022,https://mydramalist.com/716277-marriage-white-paper,12,"May 23, 2022 - Jun 15, 2022","May 23, 2022","Jun 15, 2022","Monday, Tuesday, Wednesday",,38 min.,38,15+ - Teens 15 or older,7,2948,Netflix,Standard Series,"Romance, Life, Drama","Best Friends' Relationship, Age Gap [Real Life], Cheerful Female Lead, Family Relationship, Web Series, Sismance, Bromance, Friendship, (Vote tags)","Seo Joo Wan, Song Je Young",Choi I Rang,10048,2467,2948,0.87,1
Because I Don't Want to Go Home,2022,https://mydramalist.com/731091-don-t-want-to-go-home,3,"Jun 17, 2022 - Jun 24, 2022","Jun 17, 2022","Jun 24, 2022","Wednesday, Friday",,7 min.,7,15+ - Teens 15 or older,7,229,,Drama Special,Romance,"Short Length Series, Miniseries, Friends To Lovers, Web Series, Advertisement, Male Chases Female First, Vacation Setting, Friendship, (Vote tags)",,,10051,12234,229,0.32,0
Oh! Boarding House,2022,https://mydramalist.com/715373-boarding-house-number-5,8,"Feb 22, 2022 - Mar 16, 2022","Feb 22, 2022","Mar 16, 2022","Tuesday, Wednesday",,15 min.,15,13+ - Teens 13 or older,7,10198,Viki,Standard Series,"Comedy, Romance, Youth","Housemates' Relationship, Miniseries, Web Series, Gay Male Lead, Gay Romance, Nice Male Lead, LGBTQ+, Adapted From A Webtoon, Gay Supporting Character, Short Length Series, (Vote tags)",Park Eun Joo,Team Wol Pi Dong,10225,1125,10198,0.42,0
Idol in My Living Room,2022,https://mydramalist.com/741705-idol-in-my-living-room,10,"Oct 30, 2022 - Nov 30, 2022","Oct 30, 2022","Nov 30, 2022","Wednesday, Sunday",,10 min.,10,Not Yet Rated,7,171,,Standard Series,"Romance, Youth, Melodrama","Tourism Industry, Fan Female Lead, Postgraduate Student Female Lead, Professor Supporting Character, Idol Male Lead, Foreigner Female Lead, Language Learning, Miniseries, Cohabitation, Web Series, (Vote tags)",Seo Kyung Guk,,10239,10207,171,0.32,0
